,pca1,pca2,cluster
0,0.0090014620728087,-1.214411595203044,0
1,0.31751420573122224,-0.8101283039851747,0
2,0.23438563574379637,-1.0809172487180743,0
3,-0.0801245542563983,-0.873215882776207,0
4,-0.08256375036746307,-0.8706414137688647,0
5,0.3698796448009857,-2.1062381339080147,0
6,-0.08674077797048707,-0.8477057615180305,0
7,0.001828526594700496,-1.0980091045037668,0
8,0.4754363727812614,-1.4097016488225667,0
9,-0.09305984369102396,-0.8179945432478696,0
10,-0.08978604960410744,-0.8103233260244382,0
11,0.2267931029189258,-1.5972171415662249,0
12,0.2844086321052939,-1.1062234895732652,0
13,0.1547479846072955,-1.3872258532170543,0
14,0.06846573549117814,-0.9015269327218438,0
15,-0.0888521083604486,-0.8035436219395947,0
16,-0.0585475199332278,-0.8421085032690069,0
17,0.8726361317628745,-3.158581149794298,4
18,-0.0974273926483606,-0.7962994545655241,0
19,0.5790505064835364,-2.3529969323986797,4
20,-0.011596770493160715,-1.0371346958201972,0
21,-0.013024227879303633,-1.0353426432362234,0
22,-0.016728618638159817,-0.9831395114651306,0
23,0.7312274164906196,-1.5355541253872926,0
24,0.012211443050220025,-1.202546848686127,0
25,0.24507426536539997,-1.2435103453957619,0
26,0.6973606297690506,-2.8803128494833174,4
27,0.05676195813093046,-1.1043036032818003,0
28,0.17173680268095493,-1.3451305489362813,0
29,0.3517052737355026,-1.2824588040040341,0
30,0.9479779532287529,-3.1260535820141793,4
31,0.03143010078139854,-0.9307121106250613,0
32,0.12616905158764832,-1.1792487682882091,0
33,1.2845931298445117,-2.2282033562873638,0
34,-0.06930260242338677,-0.8094155742147322,0
35,-0.0011459153555655995,-0.8877571167707523,0
36,-0.012335874725873257,-0.786540774091448,0
37,0.22540980353524148,-1.2952742551028935,0
38,0.5039976139860839,-1.9911656016013919,0
39,0.06433228370844174,-0.9647832288434357,0
40,0.6020967370384193,-1.7929368513243287,0
41,0.06355289197705417,-0.961576298497874,0
42,0.34225259043110656,-1.5819963681745126,0
43,0.11835803658625985,-1.1717132860821895,0
44,0.3569568626666311,-1.575225915242498,0
45,-0.07141886392199602,-0.7997102705659174,0
46,-0.004508356412546311,-0.877942634735046,0
47,0.05257807807599012,-1.0883785305193323,0
48,0.5794321254616839,-2.545912822022414,4
49,0.4009693374225942,-1.193718643541928,0
50,0.5783692810070137,-2.4172743735874826,4
51,0.030754256722675562,-0.9134502846962189,0
52,0.7467178379186937,-2.6878747991240184,4
53,0.4202849138236419,-2.156399767885498,4
54,0.10106093457082117,-1.2933324296659519,0
55,0.7171270855809283,-2.129358183795349,0
56,0.9025657486113308,-3.2154870698997953,4
57,0.6189800921087598,-1.378873335264714,0
58,0.05467267393682141,-1.2031924561815008,0
59,4.398303291482329,-2.6089663865667316,4
60,0.03530681105864018,-1.0284962040438517,0
61,0.37018603409613793,-1.2969135897142041,0
62,-0.03775558642499303,-0.8212279959612986,0
63,1.2176794141130654,-2.6664768238148246,3
64,0.03594724009241653,-1.2039039503833417,0
65,0.2639136165235519,-1.4305593754964867,0
66,-0.05325716904495753,-0.9509224935627612,0
67,0.7445491593177667,-3.1608726644874934,4
68,0.5315626333615462,-1.5655008530362189,0
69,-0.0004443892978016676,-0.8524507543633902,0
70,0.03339620742309307,-0.891420344186458,0
71,0.00845432576142411,-0.8478922508395333,0
72,0.6837570486488078,-1.2718164526909412,0
73,0.8961581229440853,-1.3995077034673318,0
74,-0.040409117157215305,-0.8117271210019545,0
75,0.24187453990445604,-1.0907807349076832,0
76,1.2139065755450038,-1.168861850898401,0
77,-0.10902773290774162,-0.7283058241310233,0
78,0.15923849800292542,-1.0445012993144205,0
79,0.8199518627753364,-1.6313265627810885,0
80,1.532786265108551,-1.7787100781309997,3
81,0.27147012304616636,-1.1042965597509684,0
82,0.6047885219704678,-1.2908087639522838,0
83,0.9695511758769927,-1.3604455898350438,0
84,0.7078783756203427,-1.5644635582349216,0
85,1.0930340933727902,-1.5744632224715949,0
86,0.14216795997856302,-0.939686299080353,0
