,CUST_ID,CUST_TYPE,CUST_NAME
739,1070,1,MCM-Maroc Création Marrakech
740,1071,1,PALAIS VOLUBILIS
741,1072,1,THATEX
742,1073,1,STE FIRST LINE CONFECTION
743,1074,1,ART NOMADE
744,1075,1,NOTAM
745,1076,1,PALAIS QUARAOUIYINE
746,1077,1,EUROFILET
747,1078,1,UNIVERSITE SIDI MED BENABDELLAH
748,1079,1,CREAZEN
749,1080,1,OCEAN CARGO LINE
750,1081,1,LALLA MARRAKECH
751,1082,1,SOMADIET
752,1083,1,ARTCO
753,1084,1,CHINA TALENTO
754,1085,1,ALADAIN SHOES
755,1086,1,SDFI
756,1087,1,MASTERNAUT
757,1088,1,KAYNA GROUP
758,1089,1,TTAM
759,1090,1,SNER
760,1091,1,AIRE DENTAIRE MAROCAINE
761,1092,1,RONY'S
762,1093,1,CARVEN
763,1094,1,Créations LYS
764,1095,1,VETIR 2000
765,1096,1,CROUZET
766,1097,1,EUROFLEX
767,1098,1,FES TRANSIT
768,1099,1,T T E S
769,1100,1,STE SOTEXBRODE SARL
770,1101,1,ALANTREIBE DEVELOPMAND
771,1102,1,CAPTAIN EXPRESS
772,1103,1,STE FOITEC
773,1104,1,C I E A
774,1105,1,BIGDIL (GROUPE SAHAM)
775,1106,1,SAHAM ASSISTANCE
776,1107,1,VIA SETA (GROUPE SAHAM)
777,1108,1,J A EVENTS
778,1109,1,MED ECO VILLAGE DEV
779,1110,1,KICK & RUSH
780,1111,1,RIVE SARL
781,1112,1,PRECIFAR SARL
782,1113,1,ARTIZANIA VENUS
783,1724,1,POLY MOTO
784,1725,1,MAJKA
785,1726,1,MOVISIA
786,1727,1,POLEX SPORT
787,1728,1,BIHI MENAGE
788,1729,1,LAMOP
789,1730,1,BACHE NEGOCE
790,1731,1,YAHYA CREATION
791,1732,1,JPV EXCHANGE
792,1733,1,ENECA
793,1734,1,CHIC ET GLAMOUR
794,1735,1,STILL IMAGES
795,1736,1,DFI INTERNATIONAL
796,1737,1,LM CONTACT
797,1738,1,LEON A SERFATY
798,1739,1,LAK S AFRIC
799,1740,1,GOMEVA
800,1741,1,AS3 EQUIPEMENT
801,1742,1,NEW CITA
802,1743,1,T T S (TECHNIQUE TENTES & STORES)
803,1744,1,L'APPROVISIONNEUR TECHNIQUE
804,1745,1,HYDROBULDING SYSTEMS NORTH AFRICA
805,1746,1,AUDITION UNIVERS
806,1747,1,SOIMPEX
807,1748,1,ICAT INTERNATIONAL
808,1749,1,SPINOSA EXPORT
809,1750,1,MARRAKECH COSMETUDE
810,1751,1,AUTO FILER TECHNOLOGIE
811,1752,1,JET SPORT
812,1753,1,ARTE-PALMA
813,1754,1,GARDEN HOME MAROC
814,1755,1,SILVATRIM
815,1756,1,INTERNATIONAL INFORMATIQUE
816,1757,1,TRADEMAR
817,1758,1,STE MAROC RABAT NOUR
818,1759,1,STE MAROC MR PRINT
819,1760,1,TRANSCO AFRICA
820,1761,1,BUROTRADE
821,1762,1,VOIP MAROC
822,1763,1,TELEDYNE
823,1764,1,PHILIPPE FLUCHAIRE
824,1765,1,DECORATION ET CONSEIL INTERNATIONAL
825,1766,1,AMARANTE
826,1767,1,AL AFLAK SERVICES
827,1768,1,STE DESTRINEG MAROC
828,1769,1,OUSSAMA
829,1770,1,OMYCOM
830,1771,1,ARDECO
831,1772,1,STEMANE(Ste marocaine de négoce)
832,1773,1,AIRCLIMA
833,1774,1,EASYLOG
834,1775,1,O.C.E
835,1776,1,VIRTMALL
836,1777,1,STE QUALIMET MAROC
837,1778,1,ZOUBIDA TRADE
838,1779,1,ULTRA LENS
839,1780,1,SAINT GOBAIN SEKURIT
840,1781,1,ONE 2 MARKET PLUS
841,1782,1,EQUITEC INDUSTRIE
842,1783,1,AUTO FILLER
843,1784,1,TECHMAC
844,1785,1,LEAR COORPOTATION RABAT
845,1786,1,FAURICIA
846,1787,1,REVOCOAT MOROCCO
847,1788,1,FORAMAG
848,1789,1,CFAO MOTORS MAROC
849,1790,1,POLYDESING SYSTEMS SARL
850,1791,1,TAKATA MAROC SARL
851,1792,1,SEWS MFZ 
852,1793,1,MALINTECH WPS
853,1794,1,SCHLEMMER MAROC
854,1795,1,INGELEC SARL
855,1796,1,SEWS KENITRA
856,1797,1,DANA PIECES AUTOS
857,1798,1,SEWS MAROC(AIN AOUDA)
858,1799,1,PLASTEX MAROC SA
859,1800,1,DENSO THERMAL SYSTEME
860,1801,1,SEBORDNETZE MOROCCO SARL
861,1802,1,VISTEON
862,1803,1,COMPONENTES DE AUTOMOCION
863,1804,1,IRCAM
864,1805,1,MINISTERE DE COMMERCE ET INDUSTRIE
865,1806,1,FEDASO
866,1807,1,LA PRESIDENCE UNIVERSITE MOHAMED V
867,1808,1,CABINET OMAR SKALLI
868,1809,1,OCTAGONE INDUSTRIES
869,1810,1,JANISMAR
870,1811,1,ACADEMIE DU ROYAUME MAROC
871,1812,1,HAUT AUTORITE DE LA COMMUNICATION AUDIOVISUELLE
872,1813,1,UNFPA
873,1814,1,SAFRAN ENGINEERING (TEUCHOS MAROC)
874,1815,1,FONDATION MED VI POUR LA PROTECTION DE L'ENV
875,1816,1,FIRST TRANSPORT LOGISTICS
876,1817,1,NEW PUBLICITY
877,1818,1,MAGLAB SERVICES
878,1819,1,MINESTERE DE PECHE MARITIME
879,1820,1,ANRT
880,1821,1,APDO
881,1822,1,JPS TECHNOLOGIE (FINATECH)
882,1823,1,APDS
883,1824,1,DSV TRANSPORT INTERNATIONAL
884,1825,1,BANQUE ISLAMIQUE DE DEVELOPPEMENT
885,1826,1,BANQUE MONDIALE
886,1827,1,AXA ASSURANCES
887,1828,1,SHEM'S LINTAS
888,1829,1,BARID AL MAGHRIB
889,1830,1,O.R.M.V.A TAFILALET
890,1831,1,COMANAV
891,1832,1,APDN
892,1833,1,COMMISSION ARABE D'AVIATION CIVILE
893,1834,1,NOVEC
894,1835,1,ATLAS VOYAGES
895,1836,1,MIDAV
896,1837,1,C.I.D
897,1838,1,PALAIS JAMAI
898,1839,1,O.F.P.P.T
899,1840,1,EXCLUSIVELY MOROCCO
900,1841,1,MED SHIPPING
901,1842,1,C.F.C.I.M
902,1843,1,S F I NAEDF
903,1844,1,B M C E BANK
904,1845,1,DOCTEUR BEN YAHIA
905,1846,1,AGENCE DE DEVELOPPEMENT SOCIAL
906,1847,1,U.G.G.C
907,1848,1,IDEA MAROC
908,1849,1,Ministère de Finance  & de la Privatisation
909,1850,1,H.E.M
910,1851,1,Office National de l’Electricité et de l’Eau Potable/ Branche Eau
911,1852,1,INTERMONE OXFAM
912,1853,1,ECOLE HASSANIA
913,1854,1,HOTEL HAYATT REGENCY INTEREDEC MAROC
914,1855,1,AXA ASSISTANCE MAROC
915,1856,1,NEW LIFE Canada
916,1857,1,SABA & CO
917,1858,1,PRESSE DIRECTE
918,1859,1,LES AUTOROUTES DU MAROC
919,1860,1,EDISOFT
920,1861,1,AGENCE UNIVERSITAIRE DE LA FRANCOPHONIE
921,1862,1,FAIR INSURANCE & REINSURANCE BROKERS
922,1863,1,CAPLINE
923,1864,1,AMBASSADA DE ESPANA( Bureau de l’Environnement)
924,1865,1,HORIZON SERVICE
925,1866,1,SNCF INTERNATIONAL
926,1867,1,CAPITAL TRUST
927,1868,1,ICE MAGHREB
928,1869,1,DAR TIZRIT
929,1870,1,AL BARID BANK
930,1871,1,NADATRA
931,1872,1,TRANSALIAS
932,1873,1,ZAKS ADVETISING
933,1874,1,NARJIS D'INVESTISSEMENT
934,1875,1,TEAM MAROC
935,1876,1,LA PROD
936,1877,1,AGENCE France DE PRESSE
937,1878,1,SANASH
938,1879,1,AFFRETCO
939,1880,1,MTI TELECOM
940,1881,1,EQDOM
941,1882,1,MAGHREB CONSULTING
942,1883,1,H2DEV
943,1884,1,FIDUCIAIRE MGSI
944,1885,1,FIDARMES
945,1886,1,"PALMSDALE S,A,R,L"
946,1887,1,AMT CONSULTING
947,1888,1,EFFICIET TECHNOLOGY
948,1889,1,FOUR SEASONS
949,1890,1,STIGMAR
950,1891,1,COMATTIR
951,1892,1,TRANSINESS SARL
952,1893,1,LES ECOLES AL MADINA
953,1894,1,MOROCCO TOURIST FEFUND
954,1895,1,STE CAPITAL EVENTS
955,1896,1,EDITION COLBI
956,1897,1,INTERPID SARL
957,1898,1,IGA
958,1899,1,ENSIT
959,1900,1,CAPGEMINI TECHNOLOGY SERVICES MAROC
960,1901,1,C G L U A
961,1902,1,OCRE TRANSIT(SAIDA BEN BOUHOU)
962,1903,1,ABRASTEEL SSAB
963,1904,1,DIRECTION DES ROUTES
964,1905,1,ESCA
965,1906,1,MUNDIAPOLIS UNIVERSITE
966,1907,1,DIRECTION DE DEVELOPPEMENT COMMERCIAL PGP
967,1908,1,AMB Espagne-Dpt de l´Emploi et des Affaires Sociales
968,1909,1,BCV
969,1910,1,REAL TIME
970,1911,1,AFIF KHALLADI PARTNER'S
971,1912,1,JICA
972,1913,1,STE IMA SERVICES
973,1914,1,ICARDA
974,1915,1,AMBASSADE DU CHILI
975,1916,1,STEPHANE BRAUD
976,1917,1,DATA EMBASSY
977,1918,1,HERMES
978,1919,1,AIDA MAROC
979,1920,1,ACCHD
980,1921,1,HYSCA
981,1922,1,MAKITI
982,1923,1,FREIGHT SERVICE INTERNATIONAL
983,1924,1,ISCAE
984,1925,1,ASCENT CAPITAL PARTNERS
985,1926,1,LYCEE REGNAULT
986,1927,1,E.F.A
987,1928,1,TRANSKAB
988,1929,1,CAPITAL CONSULTING 
989,1930,1,SUPPORT SERVICES AMAZON
990,1931,1,CNAM
991,1932,1,AGENCE DE DEVELOPPEMENT AGRICOLE
992,1933,1,BANQUE POPULAIRE
993,1934,1,COMPOSITES INGENIERIE REALISATION
994,1935,1,CAPACOM
995,1936,1,CONSEIL GRAPHIQUE 
996,1937,1,AGENCE NATIONALE DES PORTS-ANP-
997,1938,1,ALMA TRANS LOGISTIC
998,1939,1,TECHNOBEL TECHNOLOGIE
999,1940,1,CDG SEIGE
1000,1941,1,DIWANE BELLAKHDAR
1001,1942,1,INSTALLATOR
1002,1943,1,SOGELAB
1003,1944,1,UNIVERSITE AL AKHAWAYN
1004,1945,1,IEC MAROC
1005,1946,1,"R,A,D,E,E,O"
1006,1947,1,STE DOCUPRINT
1007,1948,1,UNIVERSITE DE RABAT
1008,1949,1,PACTILIS
1009,1950,1,ALFA AIR
1010,1951,1,ECOLAB MAROC
1011,1952,1,SOUHAIR TRANSIT
1012,1953,1,GIE TARGANINE
1013,1954,1,CONSERVERIE ZAGMOUZI
1014,1955,1,STE AGRICOLE DELICAIS
1015,1956,1,CHAMITA
1016,1957,1,SILVER FOOD
1017,1958,1,ETABLISSEMENT EL ANSARI
1018,1959,1,COMANER DISTRIBUTION
1019,1960,1,FRIGO TARIK
1020,1961,1,SOPRIMEX
1021,1962,1,CAPRIMAR
1022,1963,1,MAROCAPRES sarl
1023,1541,1,LOCAMED SCE
1024,1542,1,SEALEADS
1025,1543,1,HUILAROME
1026,1544,1,TOP MEDICAL
1027,1545,1,GPC
1028,1546,1,I.P.V
1029,1547,1,COSMETIC HORIZONS
1030,1548,1,HEALTH & LIFE CARE
1031,1549,1,MALAK BIO
1032,1550,1,NADI MED
1033,1551,1,ARGAN PALACE
1034,1552,1,ATLAS NATURE
1035,1553,1,MEDICAL CARDIO
1036,1554,1,NAT ARGAN
1037,1555,1,MABIOMA EXPORT
1038,1556,1,CIERAP SYSTEMS SARL
1039,1557,1,TISMARO
1040,1558,1,ORTHO PRESTIGE
1041,1559,1,ARGANIS COSMETICS
1042,1560,1,IMPEX PHARMA
1043,1561,1,JETWALLY SARL
1044,1562,1,RAMO PHARM INTERNATIONAL
1045,1563,1,ARGANISME COSMETIQUE
1046,1564,1,CENTRE EZINE D'ESTHETIQUE
1047,1565,1,INOV ENGINEERING
1048,1566,1,MEDICA MAROC
1049,1567,1,PARFUM GANDOUR MAROC
1050,1568,1,INLOVE BEAUTE
1051,1569,1,PARCOMAR
1052,1570,1,OPTIFAK
1053,1571,1,SLM PHARMA
1054,1572,1,BIO BUSINESS
1055,1573,1,ZIT SIDI YASSINE
1056,1574,1,SCAITEC
1057,1575,1,OMOROCCO
1058,1576,1,LABORATOIRE GALENICA
1059,1577,1,ERAMEDIC
1060,1578,1,ANELA INTERNATIONAL
1061,1579,1,SIPROMED
1062,1580,1,YVES ROCHER MAROC
1063,1581,1,AHLA
1064,1582,1,IMS SARL
1065,1583,1,ODONTIS
1066,1584,1,BESTOF COMPANY
1067,1585,1,SOGIPHARM
1068,1586,1,LABORATOIRE CALIER MAROC
1069,1587,1,MIL-YOU PARFUM
1070,1588,1,NATUROM
1071,1589,1,AFOUS ARGAN
1072,1590,1,RECKITT BENCKISER MOROCCO
1073,1591,1,DIGITAL VIRGO MAROC
1074,1592,1,somara
1075,1593,1,WINCOR NIXDORF
1076,1594,1,T.C.S.M
1077,1595,1,TEL COM
1078,1596,1,MEGA HISSOTTO
1079,1597,1,BULL MAROC
1080,1598,1,2IS SERVICES
1081,1599,1,NETAS MAROC
1082,1600,1,CIMECOM
1083,1601,1,NEW TECHNOLOGY SYSTEM
1084,1602,1,ULTRANET
1085,1603,1,AUTOMATIC ID
1086,1604,1,HUAWEI TECHNOLOGIES MOROCCO SARL
1087,1605,1,IP VISION
1088,1606,1,SUNGHRAF
1089,1607,1,FUNK  TELECOM
1090,1608,1,ECART SCE MOROCCO
1091,1609,1,PHF COM
1092,1610,1,ADVANCED AUTOMATION
1093,1611,1,DISWAY
1094,1612,1,QUALITECH
1095,1613,1,ELEXPERT
1096,1614,1,ABCHIR SARL
1097,1615,1,GLOBAL TELECOMMUNICATION DEVELOPMENT (GTEL)
1098,1616,1,SOFRECOM MAROC
1099,1617,1,UNIVERSAL PHENIX
1100,1618,1,GRILLAGES MAROCAINES (GRIFLEX)
1101,1619,1,PETROTANK SA
1102,1620,1,SPECIMATIQUE
1103,1621,1,SOCAFIX
1104,1622,1,LES MOPEDES MAROCAINS
1105,1623,1,SEPALUMIC
1106,1624,1,FLOQUET MOTOR INDUSTRIE
1107,1625,1,AFRIC ROULEMENT
1108,1626,1,SONEGRE
1109,1627,1,CROMODUROFMI
1110,1628,1,CAN EVENS
1111,1629,1,LARES
1112,1630,1,SIDIME
1113,1631,1,WATEC
1114,1632,1,SOTHCOM
1115,1633,1,ALUMINUIM DU MAROC
1116,1634,1,MESURE AL BAYDA
1117,1635,1,FAMASSER
1118,1636,1,SPMA
1119,1637,1,PETIT FORESTIER MAROC
1120,1638,1,STE SOMADU
1121,1639,1,DELATTRE LEVIVIER MAROC
1122,1640,1,SIMOTEM SARL
1123,1641,1,HALMES MAROC
1124,1642,1,LES ATELIERS AM
1125,1643,1,LUMAR
1126,1644,1,ETIPRIM
1127,1645,1,FLOWSRVE
1128,1646,1,KSB POMPES
1129,1647,1,SOPROMAR
1130,1648,1,AMINE TRANSFO
1131,1649,1,TOOLING INDUSTRIE
1132,1650,1,NAYOKA
1133,1651,1,BUZZICHELLI MAROC
1134,1652,1,DRAPOR
1135,1653,1,QUALITE CONTRÔLE MESURE
1136,1654,1,GAVIOTA
1137,1655,1,EFMADECH
1138,1656,1,SOFATISSE
1139,1657,1,WIDE INDUSTRY DISTRIBUTION
1140,1658,1,WAGA ENGINEERING ET DISTRIBUTION
1141,1659,1,SINPEC
1142,1660,1,DOGA INDUSTRIES
1143,1661,1,CASATHERM
1144,1662,1,KAFEB
1145,1663,1,MESUREMENT CONTROL CENTER
1146,1664,1,FRAMATIC
1147,1665,1,COGEVE
1148,1666,1,STE TIZI -KORT
1149,1667,1,DICEP (IEA)
1150,1668,1,ZINELEC
1151,1669,1,ASTEMA
1152,1670,1,ROMERO & SONS SARL
1153,1671,1,SDMYERS MAROC
1154,1672,1,MAPICER S.A
1155,1673,1,LES CABLERIES DU MAROC
1156,1674,1,MAGHREB ELECTRO TECHNIQUE(MET)
1157,1675,1,KBM ELECTRONIC
1158,1676,1,SOMATI
1159,1677,1,ISFOMA
1160,1678,1,ALMA BAT
1161,1679,1,SOREMAR
1162,1680,1,NEMOTEK
1163,1681,1,AFRIQUE CABLE
1164,1682,1,DISTREL
1165,1683,1,NOVELLI PUMPS
1166,1684,1,ABL SURSUM
1167,1685,1,CA2E
1168,1686,1,ELECTRONICAL ENGINEERING
1169,1687,1,GEMADEC
1170,1688,1,CAZINOV
1171,1689,1,TECHNITEC
1172,1690,1,EOLANE
1173,1691,1,ISOFORM
1174,1692,1,OKSA MAROC
1175,1693,1,PROCITECH
1176,1694,1,ACJH SARL
1177,1695,1,LES ATELIERS PYROS
1178,1696,1,TRANSFIX MAROC
1179,1697,1,SIGMAQUAL
1180,1698,1,TELEM TELESERVEILLANCE MAROC
1181,1699,1,MEST COMPOSANTS
1182,1700,1,BEARCH
1183,1701,1,SCHNEIDER ELETRIC MAROC
1184,1702,1,CAPELEM
1185,1703,1,ALEDINO INTERNATIONAL
1186,1704,1,OGE
1187,1705,1,ATD ELECTRONIC MOROCCO
1188,1706,1,ASTRON MACHINE TOURNATE
1189,1707,1,IMACAB SARL
1190,1708,1,VITOGAZ
1191,1709,1,OFFICE NATIONAL DE L'ELECTRICITE
1192,1710,1,COMPAGNIE MINIERE DE TOUISSIT
1193,1711,1,ONHYM
1194,1712,1,MAFODER
1195,1713,1,ATLAS PRO INDUSTRY -API-
1196,1714,1,SOUK WEAR
1197,1715,1,AKFAF IMPORT/EXPORT
1198,1716,1,SOFISMA SARL
1199,1717,1,OUTICOM
1200,1718,1,TENERIF
1201,1719,1,RICHBOND
1202,1720,1,ATLAS CIT
1203,1721,1,KAYBEE NEGOCE
1204,1722,1,CENTRALE KITEA
1205,1723,1,ARMOR INDUSTRIE
1206,2037,1,Post Office Meknes
1207,2040,1,UNION PLASTIQUE MAROC
1208,2045,1,MAIRAV
1209,2056,1,MAIRAV
1210,2062,1,ATRADIN
1211,2067,1,Ste Zidane
1212,2068,1,TRAMED
1213,2069,1,PARME MARIN
1214,2071,1,MAISON D'ÉTÉ
1215,2074,1,MC DOMAR GROUP
1216,2077,1,LIGNES D'INTERIEUR
1217,2078,1,PHILIPPE JAYAT
1218,2079,1,UNITED MED
1219,2080,1,VISA INERNATIONAL
1220,2082,1,SUNWATCH
1221,2109,1,ISONET
1222,2135,1,BOUSKOURA
1223,2136,1,CASA HAY EL INARA
1224,2137,1,AGADIR HAY AL WAFA
1225,2138,1,AIN HARROUDA
1226,2139,1,AGADIR HAY DAKHLA
1227,2140,1,CASA 2 MARS
1228,2176,1,CASA AIN SBAA AL HADIKA
1229,2177,1,BENSERGAO
1230,2179,1,CASA HAY SALMIA
1231,2180,1,CASA AIN SEBAA
1232,2181,1,BIOUGRA
1233,2182,1,CASA AIN SEBAA PLAGE
1234,2183,1,DCHEIRA
1235,2184,1,CASA IBN TACHAFINE
1236,2192,1,HAD TAHALA
1237,2196,1,CASA BACHKOU
1238,2207,1,CASA BD ABDELMOUMEN
1239,2215,1,TAN TAN PPAL
1240,2229,1,CASA MAARIF
1241,2230,1,CASA EL FIDA
1242,2231,1,TIT MELLIL
1243,2232,1,CASA EL HANK
1244,2233,1,CASA MEKDAD LAHRIZI
1245,2236,1,CASA MERS SULTAN
1246,2259,1,CASA SIDI MOUMEN
1247,2260,1,CASABLANCA HAY SADRI
1248,2262,1,CASA AIN BORJA
1249,2038,1,Marrakech Agency
1250,2064,1,ETS BERRADA ET MIYARA
1251,2065,1,GENERAL LIGHTING
1252,2070,1,SAPAK
1253,2072,1,CAFESTA
1254,2083,1,BASF MAROC
1255,2084,1,ASERTI ELECTRONIC  
1256,2085,1,CASABLANCA AGENCE MESSAGERIE MOHAMMED V
1257,2107,1,BRADMED TRANS
1258,2108,1,TREELAN
1259,2130,1,BENSLIMANE PPAL
1260,2133,1,AGADIR FAR
1261,2134,1,AGADIR FOUNTY
1262,2185,1,GUELMIM PPAL
1263,2186,1,CASA AL QODS
1264,2187,1,CASA KSAR BHAR
1265,2188,1,GUELMIM PORTE DU SAHARA
1266,2189,1,CASA LISSASFA
1267,2190,1,CASABLANCA ATTACHAROUK
1268,2191,1,HAD AIT BELFAA
1269,2201,1,IFNI HAY LALLA MERYEM
1270,2203,1,CASA BANDOENG
1271,2204,1,IFNI PPAL
1272,2205,1,CASA BLANCA 10 MARS
1273,2206,1,IMMOUZZER IDA OUTANANE
1274,2270,1,CASABLANCA AHL LOGHLAM
1275,2298,1,FES BATHA
1276,2299,1,AIT ATTAB
1277,2306,1,FES BEN DEBBAB
1278,2307,1,AZEMMOUR
1279,2327,1,FES KARAOUIYINE
1280,2328,1,BENI MELLAL OULAD HAMDANE
1281,2329,1,FES LES MERENIDES
1282,2330,1,KENITRA MAAMOURA
1283,2331,1,BENI MELLAL PPAL
1284,2332,1,FES LOUIZAT
1285,2333,1,BERRECHID HAY HASSANI
1286,2334,1,FES NARJIS
1287,2335,1,MARRAKECH EL BAHIA
1288,2371,1,MARRAKECH SIDI GHANEM
1289,2373,1,EL JADIDA PLATEAU
1290,2379,1,HAD HARARA
1291,2063,1,STYLE TEX FACTORY
1292,2095,1,SUNRISE TRAIDING
1293,2096,1,TRIA GROUP
1294,2097,1,ARZAK
1295,2105,1,GPEM
1296,2110,1,DENTAL PROJECT
1297,2111,1,CASABLANCA ENNASSIM
1298,2112,1,AGADIR AL FIDDIYA
1299,2113,1,TIZNIT
1300,2114,1,CASA GARE
1301,2115,1,CASA HAY EL BARAKA
1302,2141,1,CASA HAY EL OULFA
1303,2142,1,AGADIR PPAL
1304,2148,1,CASA HAY ESSALAM
1305,2149,1,AGADIR QUARTIER INDUSTRIEL
1306,2150,1,AGADIR TALBORJT
1307,2152,1,CASABLANCA HAY ESSALAMA
1308,2156,1,AIT MELLOUL
1309,2166,1,AIT MELLOUL HAY AZROU
1310,2167,1,CASA AIN CHOK
1311,2168,1,CASA HAY IFRIQUIA
1312,2169,1,AIT MELLOUL HAY RIAD
1313,2170,1,CASA AIN DIAB
1314,2174,1,AIT MELLOUL ZONE INDUSTRIELLE
1315,2214,1,TAN TAN MEDINA
1316,2222,1,CASA BOURGOGNE
1317,2223,1,CASA BOURSE
1318,2224,1,CASA BOUSMARA
1319,2225,1,CASA CITE DJEMAA
1320,2227,1,CASA DERB GHALLEF
1321,2237,1,MOHAMMEDIA RACHIDIA
1322,2238,1,CASA EMILE ZOLA
1323,2239,1,CASA MCALLA
1324,2240,1,CASA OASIS
1325,2241,1,MOHAMMEDIA LA COLLINE
1326,2281,1,CASA HAY EL FARAH
1327,2283,1,CASA HAY HASSANI
1328,2284,1,CASA HAY MY RACHID
1329,2285,1,CASA HAY EL INARA
1330,2308,1,FES BENSOUDA
1331,2309,1,AZILAL
1332,2382,1,KENITRA NOUVELLE MEDINA
1333,2018,1,test customer
1334,2029,1,AFGHANISTAN
1335,2031,1,Antigua
1336,2041,1,MAIRAV
1337,2060,1,COMED
1338,2092,1,CASABLANCA MOHAMMED V - AGENCE MESSAGERIE
1339,2116,1,AGADIR ANZA
1340,2117,1,BENSLIMANE FATH
1341,2121,1,AGADIR EL KHIAM
1342,2212,1,OULAD TEIMA
1343,2213,1,TAN TAN CITE ADMINISTRATIVE
1344,2226,1,CASA DAR LAMANE
1345,2244,1,CASA OUM RABIAA
1346,2245,1,MOHAMMADIA PRINCIPAL
1347,2247,1,CASA PPAL
1348,2248,1,MOHAMMADIA HASSANIA
1349,2249,1,CASA QUARTIER DES HOPITAUX
1350,2279,1,CASA TAKADOUM
1351,2280,1,CASABLANCA ANASSI
1352,2293,1,CASA MOUSSA BNOU NOUCEIR
1353,2294,1,CASA SIDI OTHMANE
1354,2295,1,CASA SIDI SOUFI
1355,2336,1,FES PRINCIPAL
1356,2337,1,BERRECHID PPAL
1357,2338,1,MARRAKECH GARE ONCF
1358,2339,1,FES SIDI BRAHIM
1359,2340,1,BERRECHID YASMINA
1360,2341,1,FES SOUNDOUS
1361,2342,1,BIR JDID
1362,2343,1,FES ZOUHOUR
1363,2344,1,MARRAKECH HAY AL MASSIRA
1364,2345,1,BOUJNIBA
1365,2346,1,KENITRA AL MASSIRA
1366,2347,1,GUERCIF
1367,2348,1,BOULANOUAR
1368,2353,1,IMOUZZER MAR
1369,2354,1,DAR OULD ZIDOUH
1370,2355,1,MARRAKECH HAY HASSANI
1371,2356,1,MARRAKECH HAY MOHAMMADI
1372,2357,1,EL BOROUJ
1373,2358,1,MY YACOUB
1374,2359,1,EL GARA
1375,2059,1,SINATEC
1376,2061,1,FOLLY FASHION
1377,2094,1,ORIPERLE
1378,2102,1,HEALTH AND BEAUTY COSMETICS
1379,2103,1,GENERAL MEDIC
1380,2106,1,BIOAFRI TECH
1381,2297,1,AGADIR AL FIDDIYA
1382,2360,1,MARRAKECH MEDINA
1383,2361,1,OUED AMLIL
1384,2363,1,EL JADIDA BIR ANZARANE
1385,2364,1,MARRAKECH PONT MASSIRA
1386,2365,1,S. HRAZEM
1387,2366,1,EL JADIDA BOUCHRIT
1388,2367,1,MARRAKECH PPAL
1389,2368,1,EL JADIDA ESSAADA
1390,2369,1,MARRAKECH SIDI ABBAD
1391,2370,1,EL JADIDA JOUHARA
1392,2374,1,EL JADIDA PPAL
1393,2378,1,FQUIH BEN SALEH GARE
1394,2380,1,OUARZAZATE PPAL
1395,2381,1,HATTANE
1396,2383,1,KASBA TADLA HAY BOUDRAA
1397,2384,1,OUARZAZATE TASSOUMAATE
1398,2385,1,KASBA TADLA PPAL
1399,2386,1,SIDI BOU OTHMANE
1400,2387,1,KHEMIS DES ZEMAMRA
1401,2389,1,TAHANAOUTE
1402,2391,1,SEFROU YOUSSEF IBN TACHAFIN
1403,2392,1,TAFRANNT
1404,2393,1,KHOURIBGA AL QODS
1405,2394,1,KENITRA OULAD OUJIH
1406,2395,1,TAOUNATE PPAL
1407,2396,1,TAZA GARE
1408,2400,1,KHOURIBGA ZELLAGA
1409,2401,1,TAZA PRINCIPAL
1410,2403,1,OUALIDIA
1411,2407,1,BOUJDOUR
1412,2408,1,TANANNT
1413,2411,1,OUAOUIZARHT
1414,2412,1,DAKHLA
1415,2413,1,ZAGORA
1416,2414,1,OUED ZEM AL WAHDA
1417,2415,1,ESSEMARA
1418,2028,1,AFGHANISTAN
1419,2376,1,FKIH BEN SALAH
1420,2377,1,FOUM EL ANSER
1421,2397,1,KHOURIBGA PPAL
1422,2398,1,TAMEGROUTE
1423,2399,1,TAZA HAUT
1424,2416,1,AGUELMOUSS
1425,2417,1,AIN LEUH
1426,2419,1,OUED ZEM PPAL
1427,2422,1,LAAYOUNE AL MASSIRA
1428,2423,1,AIN TAOUJDATE
1429,2424,1,SAFI AL MASSIRA
1430,2425,1,LAAYOUNE EL AMAL
1431,2426,1,AIT ISHAK
1432,2427,1,SAFI AZIB DRAI
1433,2428,1,LAAYOUNE ENNAHDA
1434,2429,1,SAFI PPAL
1435,2430,1,LAAYOUNE PORT
1436,2431,1,ALNIF
1437,2432,1,SAFI SIDI ABDELKRIM
1438,2433,1,LAAYOUNE PPAL
1439,2434,1,SAFI SIDI BOUDAHAB
1440,2435,1,LAAYOUNE VILLE
1441,2436,1,AZROU AHADAF
1442,2437,1,SAFI SIDI OUASSEL
1443,2438,1,TARFAYA
1444,2439,1,AZROU PPAL
1445,2440,1,KENITRA PRINCIPAL
1446,2441,1,SEBT OULAD NEMMA
1447,2442,1,BENGUERIR PPAL
1448,2443,1,BOUARFA
1449,2444,1,SETTAT
1450,2445,1,BENGUERIR VILLE
1451,2446,1,EL HAJEB
1452,2447,1,SETTAT HAY EL FARAH
1453,2448,1,CHEMAIA
1454,2449,1,EL HAJEB MEDINA
1455,2450,1,CHICHAOUA
1456,2451,1,EL KEBAB
1457,2452,1,SETTAT SAMIR
1458,2453,1,ERFOUD
